Job Title,Job Title Clean
Manufacturing Engineer (Mechanical),Manufacturing Engineer
Electrical Engineer,Electrical Engineer
Operations Technician (Based in Jurong Island),Operations Technician
C&S Engineer,C&S Engineer
Assistant QA Engineer / QA Engineer X 3 / Electrical / $3K-$4.5K,$3K-$4.5K
Junior Maintenance Executive,Junior Maintenance Executive
Assembly / Qualification Engineer (Mechatronics),Assembly / Qualification Engineer
Electrical Engineer (Manufacturing),Electrical Engineer
Technician,Technician
"BIM Modeler, Engineer (Training Provided)#Urgent",Bim Modeler
Production Engineer,Production Engineer
Electrical Engineer + High Voltage | AWS + VB,Vb
Manager (Facility Maintenance),Manager
Project Coordinator Officer,Project Coordinator Officer
Field Service Engineer,Field Service Engineer
"Associate Engineer, Live Broadcast (1057294566)",Associate Engineer
Service Technician / Engineer (Marine/ East/ No experience required),Service Technician / Engineer
Electronic Assembly Technician,Electronic Assembly Technician
"Technical Officer, Power Maintenance",Technical Officer
Lead/ Electrical & Instrumentation Engineer (Based in Jurong Island),Lead/ Electrical
Civil and Structural Engineer,Civil And Structural Engineer
Electrical Technician,Electrical Technician
MECHANICAL DESIGN ENGINEER,Mechanical
Project Engineer (FMCS/BMS),Project Engineer
ELECTRICAL ENGINEER,Electrical Engineer
C&S Site Engineer,C&S Site Engineer
Software Engineer Senior (Control Automation),Software Engineer Senior (Control Automation
"Manager, Operations",Manager
MEP Engineer,Mep Engineer
"Project Management Engineer, Data Centre- #catalystWSP Nxera",Project Management Engineer
Quantity Surveyor (M&E),Quantity Surveyor
Lift/Elevator/Escalator Technician (Islandwide/Mon-Fri/AWS+VB),Lift/Elevator/Escalator Technician
Service Engineer,Service Engineer
"Assistant Engineer, Signalling & Platform Screen Door - Thomson-East Coast Line",Assistant Engineer
Associate Engineer,Associate Engineer
Service Engineer / Senior Service Engineer (Audio Visual),Service Engineer / Senior Service Engineer
Electrical Engineer,Electrical Engineer
ELECTRICAL ENGINEER,Electrical Engineer
"Senior Engineer, Electrical",Senior Engineer
ACMV BIM MODELLER,Acmv Bim Modeller
Project Engineer (Industrial / Mechanical & Electrical),Project Engineer
"Senior Mechanical Engineer, Energy from Waste (Based in Jurong Island)",Senior Mechanical Engineer
MEP (M&E) Coordinator,Mep
Project Engineer,Project Engineer
"Project Engineer, Data Centre - #catalystWSP (1054347866)",Project Engineer
Structural Engineer,Structural Engineer
Project Engineer  (Mechanical),Project Engineer
"Mechanical Engineer, Data Centre - #catalystWSP",Mechanical Engineer
Assistant Service Engineer (Electrical),Assistant Service Engineer
"Electrical Engineer, Data Centre - #catalystWSP",Electrical Engineer
PROJECT ENGINEER,Project Engineer
Service Technician / Senior Service Engineer (West),Service Technician / Senior Service Engineer
Project Engineer (Electrical),Project Engineer
"Mechanical Engineer (Construction Project Management, M&E and CSA)",Mechanical Engineer
Senior Project Engineer / Project Engineer,Senior Project Engineer / Project Engineer
"Operations Engineer, Sakra Water Cluster (Jurong Island)",Operations Engineer
Process Sales Engineer / District Rep (Energy & chemical sector),Process Sales Engineer / District Rep
Testing & Commissioning Lead Engineer - Wastewater treatment - Tuas,Commissioning Lead Engineer
Maintenance Engineer (Machining),Maintenance Engineer
Resident Engineer (Tunnel),Resident Engineer
Senior Hotel Maintenance Technician /Technician,Senior Hotel Maintenance Technician
Product Development Manager,Product Development Manager
Project Engineer - ACMV,Project Engineer - Acmv
Electrical Engineer ( Construction ),Electrical Engineer
Senior Civil & Structural Design Engineer,Senior Civil & Structural Design Engineer
Premier Wealth Manager,Premier Wealth Manager
"Senior Analyst, Fund Operations",Senior Analyst
Customer Acquisition Executive (Bank Branch)/High Earning/No Exp Needed,Customer Acquisition Executive
Investment Fund Executive,Investment Fund Executive
HSBC Investment Associate (Entry Level/Mid Career Switch),Hsbc Investment Associate
Investment Management Trainee,Investment Management Trainee
"KYC - Periodic Reviews, Private Banking up to $6K",Kyc - Periodic Reviews
Compliance Specialist (Contract | Private Bank),Compliance Specialist
"Associate, Campaign Analyst",Campaign Analyst
"Bank Admin (Several locations, Local Bank)",Bank Admin
Relationship Manager,Relationship Manager
General Insurance Account Servicing Executive (Permanent),General Insurance Account Servicing Executive
Client Services Specialist (Private Wealth),Client Services Specialist
"Analyst, Transaction Services-Treasury / Cash Management Specialist, Institution",Analyst
Customer Service Representative ( Attractive Salary + Paid Training Provided),Customer Service Representative
"Compliance Surveillance Officer (Distribution Risk, Central)",Compliance Surveillance Officer
Call Centre Associate (w/ wo experience)| Bank,W/
Project Manager (Credit Derivatives),Project Manager
Financial Analyst - FP&A (Asia),Financial Analyst
Risk Management Executive (Batam),Risk Management Executive
Internal Auditor (Wealth Management & Capital Markets),Internal Auditor
Trading Analyst（Crude Oil）,Crude Oil
Senior Officer/Officer (Treasury Group),Senior Officer/Officer
Relationship Manager (SME),Relationship Manager
Customer Resolution Specialist (4 months contract),Customer Resolution Specialist
Dealer (FX Night Desk),Dealer
IB Operations - Securities Specialist,Ib Operations - Securities Specialist
Branch Service Centre Officer | Retail/Insurance exp welcomed,Branch Service Centre Officer
#NAME?,#Name
Customer Acquisition Executive #Banking,Customer Acquisition Executive
Operations Manager - Digital Payment Tokens,Operations Manager - Digital Payment Tokens
Auto & Manual Tester (Banking/ 6 Months Contract/ East),Auto & Manual Tester
Wealth Management Consultant,Wealth Management Consultant
"Deputy/Assistant Director, Banking Department",Deputy/Assistant Director
Loan Executive ( Bank/ Resume Booster) HH,Loan Executive
Case Manager,Case Manager
"Executive, Business Office",Executive
Executive Assistant,Executive Assistant
Administrator,Administrator
Administrative cum Logistics Assistant,Administrative Cum Logistics Assistant
Office Administration Executive,Office Administration Executive
Customer Service Officer,Customer Service Officer
Office Administrator,Office Administrator
HR Admin Executive,Hr Admin Executive
Corporate Support Executive,Corporate Support Executive
Admin Assistant (Can speak English and Mandarin),Admin Assistant
Executive Assistant,Executive Assistant
Admin Assistant,Admin Assistant
Polymers Operations Executive,Polymers Operations Executive
Receptionist cum Administration Assistant,Receptionist Cum Administration Assistant
ADMIN CLERK,Admin Clerk
School Admin Assistant (Temp) (Ref. GEN),School Admin Assistant
Admin Assistant,Admin Assistant
HR cum Admin Executive,Hr Cum Admin Executive
Admin Assistant,Admin Assistant
Administrative Assistant(3340),Administrative Assistant
Part-Time Admin Assistant,Part-Time Admin Assistant
Customer Service cum Sales Admin,Customer Service Cum Sales Admin
Admin Assistant (Invoice & Credit Control),Admin Assistant
Operation Assistant @Changi Airport [ Up $2800+ | No Exp Needed | 5 days ]- RRBY,Operation Assistant @Changi Airport
Admin Assistant,Admin Assistant
Admin Executive,Admin Executive
Site Operations Support Executive (Contract Management & Compliance),Site Operations Support Executive
Receptionist Admin Assistant,Receptionist Admin Assistant
Admin Assistant,Admin Assistant
office Service Administrator,Office Service Administrator
Sales Admin,Sales Admin
Admin Support (Academic),Admin Support
Admin Officer (Up $3000 / Tampines / Office Hours),Admin Officer
Commercial Support Specialist,Commercial Support Specialist
ADMINISTRATIVE ASSISTANT,Administrative Assistant
Administrative Assistant (3-6 Months Contract),Administrative Assistant
CORPORATE SECRETARIAL CUM ADMINISTRATIVE SUPPORT,Corporate Secretarial Cum Administrative Support
OFFICE FACILITIES ADMIN,Office Facilities Admin
Administration Officer,Administration Officer
Temporary Executive Assistant (Medical Records Office)(7772),Temporary Executive Assistant
Admin cum Acc Asst,Admin Cum Acc Asst
HR Admin (Central),Hr Admin
Temp Data Entry Officer *immediate* #NJN,Temp Data Entry Officer *Immediate* #Njn
Admin Assistant,Admin Assistant
$2980/Mth | Govt Ops Support Officer | Mon - Fri (Office Hrs),Govt Ops Support Officer
Admin Assistant,Admin Assistant
Senior Associate Executive/ Executive (NCCS@Home),Senior Associate Executive/ Executive
Office Administrator (Permanent) ,Office Administrator
Up to $3750 | Government Admin Temp Staff | Tanglin | 12 Months Contract,Government Admin Temp Staff
ADMINISTRATIVE EXECUTIVE/ASSOCIATE (LEARNING HUB),Administrative Executive/Associate
Administrative Assistant - Education,Administrative Assistant - Education
Temporary Staff,Temporary Staff
Patient Service Associate,Patient Service Associate
OPERATIONS EXECUTIVE,Operations Executive
Admin Assistant (Multiple Vacancies!),Admin Assistant
Sales Admin cum Coordinator,Sales Admin Cum Coordinator
Claims & Office Administrator,Claims & Office Administrator
"Customer Service (Mon to Fri, Office Hrs, Office, Retail sec)",Customer Service
Up to $3750/Month | Government Admin Temp Staff | Central | 12 months Contract,Contract
Administrative Executive-JT,Administrative Executive-Jt
Psychological Associate,Psychological Associate
Social Work Assistant,Social Work Assistant
Clinic Assistant,Clinic Assistant
Operations Executive,Operations Executive
Healthcare Assistant,Healthcare Assistant
FULL-TIME CLINIC ASSISTANT,Full-Time Clinic Assistant
Healthcare Assistant (Back-end & Frontline Available),Healthcare Assistant
"Senior Executive / Assistant Manager, Operations",Senior Executive / Assistant Manager
Clinic Operations Executive,Clinic Operations Executive
"Rehabilitation Counsellor - COMIT (Bukit Batok, Pasir Ris, Yishun)",Rehabilitation Counsellor - Comit
Therapy Assistant,Therapy Assistant
Healthcare Assistant (Only Morning & Afternoon Shifts),Healthcare Assistant
"Asst / Manager, Operations (Healthcare)",Asst / Manager
Healthcare Operations Manager,Healthcare Operations Manager
Temp Pharmacy Assistant (Office hours; 5 days),Temp Pharmacy Assistant
Health Care Assistant,Health Care Assistant
Technical Applications Specialist: APAC Export,Technical Applications Specialist
Therapy Assistant (Physiotherapy),Therapy Assistant
Research Assistant - 1 year contract(7500),Research Assistant - 1 Year
"Assistant Manager/Senior Executive, Clinical Services",Assistant Manager/Senior Executive
Clinical Research Coordinator,Clinical Research Coordinator
"Assistant Manager, Specialist Clinic Operations",Assistant Manager
Temp Pharmacy Assistant (Office hours; 5 days),Temp Pharmacy Assistant
School Nurse,School Nurse
Therapy Assistant(6752),Therapy
Counsellor,Counsellor
Patient Care Assistant (Ref. GTN),Patient Care Assistant
"Assistant Manager/Senior Executive, Partnerships - Cluster Office",Assistant Manager/Senior Executive
Care Support Associate (Based in Singapore),Care Support Associate
Healthcare Assistant / Patient Care Associate (Up $2700 / Bonuses / Gov) - JY,Healthcare Assistant / Patient Care Associate
Project Executive,Project Executive
Operations Manager (Migrant Worker Medical Centre),Operations Manager
Senior / Patient Service Associate (Diagnostic Radiology),Senior / Patient Service Associate
Social Worker/Counsellor (Family Support Services - FAM@FSC),Social Worker/Counsellor
Staff Nurse - Delivery Suites,Staff Nurse - Delivery Suites
Pharmacy Technician | Bugis,Pharmacy Technician | Bugis
IT Support Engineer,It Support Engineer
IT Specialist,It Specialist
"Associate System Engineer - Network Support , No Experience are Welcome!",No Experience
I T Operator,I T Operator
Health Informatics Officer,Health Informatics Officer
Business Analyst,Business Analyst
"Data Analyst, Data Centre",Data Analyst
Senior Software Engineer,Senior Software Engineer
IT SUPPORT ENGINEER,Engineer
Software Developer,Software Developer
IT Support,Support
IT Service Desk Support,It Service Desk Support
L1 - IT Support,L1 - It Support
Network Engineer,Network Engineer
IT Service Desk Engineer,It Service Desk Engineer
Senior IT Support Executive,Senior It Support Executive
IT Desktop Engineers,It Desktop Engineers
"Service Engineer (Network, Computer Systems)  | Entry level",Service Engineer
"Executive, Web Technology",Executive
Data Analyst (Fusion Poly Graduate Programme),Data Analyst
IT INFRASTRUCTURE ENGINEER,It Infrastructure Engineer
Business Analyst,Business Analyst
Desktop / Service Desk Engineers (947507810),Desktop / Service Desk Engineers
Associate Engineer (IT Network),Associate Engineer
Full Stack Developer,Full Stack Developer
"Associate Engineer, Service Desk",Associate Engineer
Technical Engineer,Technical Engineer
Desktop Support Engineer,Desktop Support Engineer
Backend Developer (FULL WORKING RIGHTS FOR SINGAPORE/GoLang)),Backend Developer
"IT Executive, Project Management",It Executive
Application Test Engineer,Application Test Engineer
Desktop Engineer SSOE (OST2),Desktop Engineer
"Project Manager, Project Leadership",Project Manager
Assistant IT Project Manager/Business Analyst,Assistant It Project Manager/Business Analyst
"Service Delivery Executive (Data Analysis), Infrastructure Managed Services",Service Delivery Executive
"Project Admin, Project Leadership",Project Admin
Software Engineer,Software Engineer
"Senior Manager/Manager, Digital Transformation and Partnerships",Senior Manager/Manager
Customer Success Representative,Customer Success Representative
"Project Planner, Project Leadership",Project Planner
