Job Title,Job Title Clean
Automation Engineer,Automation Engineer
Equipment Maintenance Supervisor,Equipment Maintenance Supervisor
Workplace Safety & Health Officer (WSHO),Workplace Safety
Electrical Supervisor,Electrical Supervisor
Project Coordinator,Project Coordinator
Technical Program Manager (R&D),Technical Program Manager
Assistant Project Engineer - Entry Level,Assistant Project Engineer - Entry Level
Project Manager (Cleanroom & Mechanical),Project Manager
Workplace Safety & Health Officer,Workplace Safety
Manufacturing Engineering Technician | Up to $3000 | Serangoon North,Manufacturing Engineering Technician |
Site Engineer (Building Construction),Site Engineer
Project Assistant,Project Assistant
AUTOMOTIVE TECHNICIAN,Automotive
DRAFTMAN,Draftman
Piping Project Engineer,Piping Project Engineer
Electrical Engineer,Electrical Engineer
"Technical Officer, Power Maintenance",Technical Officer
Assembly Technician (Up to $2700/ Cleanroom / East) CE8,Assembly Technician
Service Engineer (Equipment Engineering),Service Engineer
Failure Analysis / Test Technician (Semiconductor Manufacturing),Failure Analysis / Test Technician
Engineering Technician (Electrical & Instrumentation),Engineering Technician
Assistant Project Engineer,Assistant Project Engineer
Assistant Electrical Engineer (UPS) x 10 |Tuas |  Up to $4500 + Bonus #5252,Ups
BIM Modeller,Bim Modeller
Assistant/ Senior Engineer,Assistant/ Senior Engineer
Electrical Power Technician / Engineer,Electrical Power Technician / Engineer
"Executive / Senior Executive, Collection & Recovery",Executive / Senior Executive
Admin Assistant (Bank|Up to $4.5k),Admin Assistant
"Associate , Client Accounts (Service Request, Verification)","Associate , Client Accounts"
Customer Resolution Specialist (Finance),Customer Resolution Specialist
"Account Assistant - FP&A, Entry Level (UP $2200, Joo Chiat, 1 Year Convertible)",Account Assistant - Fp&A
Client Onboarding Specialist (Offshore Banking),Client Onboarding Specialist
Junior Business Analyst (Contract | Banking),Junior Business Analyst
Wealth Planner - (Basic from 3k to 8k/month + Incentive + Comm + Monthly Bonus),Wealth Planner - (Basic
Bank Teller/Bank Branch Customer Service,Bank Teller/Bank Branch Customer Service
Global Management Associate,Global Management Associate
"Bank Executive (Global Markets) at Raffles Place, up to $3000",Bank Executive
"AML Analyst, KYC Reviews up to $6K (MNC/ BANK",Aml Analyst
Data Analyst (Banking/ 12 Months Contract/ East),Data Analyst
Investigation Analyst,Investigation Analyst
Business Analyst,Business Analyst
Lotus Notes Application Support,Lotus Notes Application Support
Administrator,Administrator
Human Resource Administrator,Human Resource Administrator
Secretary,Secretary
ADMISSIONS SUPPORT EXECUTIVE,Admissions Support Executive
Sales Assistant,Sales Assistant
Sales Administrator,Sales Administrator
Operations Executive (Shift work),Operations Executive
Senior/ Operations Admin Executive,Senior/ Operations Admin Executive
"Senior Executive, Administration",Senior Executive
HR Cum Admin Assistant,Hr Cum Admin Assistant
Administrative Assistant,Administrative Assistant
Associate Executive/ Senior Associate (Office of The Medical Board),Associate Executive/ Senior Associate
Patient Service Officer | Hougang/ Sengkang / Punggol,Patient Service Officer |
Receptionist,Receptionist
"Administrator, Business Support",Administrator
Admin & HR Assistant,Admin
Personal Assistant,Personal Assistant
Temporary Admin Assistant,Temporary Admin Assistant
Full-time Concierge / Receptionist at Raffles Place,Full-Time Concierge / Receptionist
Medical Records Clerk (5 days work week),Medical Records Clerk
ADMINISTRATIVE ASSISTANT,Administrative Assistant
Accounts and Admin Executive,Accounts
"Executive, Allied Health",Executive
Project Admin Assistant,Project Admin Assistant
Logistics cum Admin assistant (Immediate hiring available),Logistics Cum Admin Assistant
Admin assistant,Admin Assistant
Admin Assistant (Sales),Admin Assistant
Admin Event Assistant – HR & Employee Engagement,Assistant
"Logistics Admin/Warehouse Admin (East, Govt Projects)",Logistics Admin/Warehouse Admin
Service Administrator (Maintenance Contract),Service Administrator
Service Executive,Service Executive
Urgent!!! Admin Executive,Admin Executive
Admin Assistant,Admin Assistant
"Inventory Admin (Sales Order/Delivery Order) - West/Up to $3,300 + VB",Inventory Admin
Patient Service Associate,Patient Service Associate
Operations Manager,Operations Manager
Freelance Healthcare Assistant ($17-19/Hr)  #SEEKBetter,Freelance Healthcare Assistant
Biomedical Engineer,Biomedical Engineer
Pharmacy Assistant/ Technician,Pharmacy Assistant/ Technician
Staff Nurse,Staff Nurse
Dental Assistant & Receptionist,Dental Assistant
Clinic Service Associate,Clinic Service Associate
Clinic Assistant Health Partners Medical Clinic,Clinic Assistant Health Partners Medical Clinic
"Patient Care Assistant, Emergency Department / Inpatient",Patient Care Assistant
Senior / Staff Nurse,Senior / Staff Nurse
Dental Surgery Assistant/ Dental Assistant*,Dental Surgery Assistant/ Dental Assistant
CSSD Assistant,Cssd Assistant
Accountant,Accountant
"Sr Manager, Digital Apps Office",Sr Manager
Social Worker - East Zone,Social Worker - East Zone
Pharmacy Store Assistant,Pharmacy Store Assistant
Therapy Assistant (1 Year Contract),Therapy Assistant
Social Worker - West Zone,Social Worker - West Zone
Healthcare Assistant(7968),Healthcare
"Senior/ Executive, Allied Health & Pharmacy - EGH Planning Office",Senior/ Executive
Staff Nurse (Hougang Green),Staff Nurse
"Senior / Executive, Crisis Planning & Operations",Senior / Executive
Clinic Assistant (Up $3000 + AWS + Performance bonus),Clinic Assistant
"*URGENT* Operations Manager - Healthcare, Office Hours, UP TO $6K++  #HXY",*Urgent* Operations Manager - Healthcare
Staff Nurse (5 day work week),Staff Nurse
Exercise Associate,Exercise Associate
Pharmacist,Pharmacist
Operating Theatre Technician(295),Operating Theatre Technician
Clinic Assistant,Clinic Assistant
"Sr / Executive Asst (DRM), Health Information Service (Contract)",Sr / Executive Asst
Healthcare Assistant (Permanent Job) (Based in Singapore),Healthcare Assistant
Healthcare Assistant,Healthcare Assistant
IT Technician,It Technician
Technical Support Engineer,Technical Support Engineer
Senior IT Executive,Senior It Executive
Business Analyst,Business Analyst
IT Support Executive,It Support Executive
Business Intelligence Analyst,Business Intelligence Analyst
Security System Analyst (SOC) Physical Security System,Security System Analyst
IT Support Operator,It Support Operator
Software Tester (Contract),Software Tester
IT Executive,It Executive
Network Engineer (Perm / East) (ID: 666673),Network Engineer
IT System Engineer,It System Engineer
Senior IT Engineer,Senior It Engineer
Business Development & Sales Executive,Business Development
L1 Security Engineer,L1 Security Engineer
"1 Year IT Helpdesk Engineer (Up to $4,700) #BTS",1 Year It Helpdesk Engineer
Application Support Specialist,Application Support Specialist
Pre-sales Consultant,Pre-Sales Consultant
UAT Tester,Uat Tester
Technical Manager / Engineer,Technical Manager / Engineer
IT Engineer,It Engineer
NOC Engineer,Noc Engineer
Project Manager,Project Manager
Junior IT Support Engineer (12 Hours Shift) | OJT Provided,Junior It Support Engineer
Software Developer (Contract),Software Developer
"System Delivery & Configuration Lead, HQ",System Delivery
Software Developer(.NET),Software Developer(.Net
L2 Network Engineer,Network Engineer
Information Technology (Intern),Information Technology
IT Support Engineer,It Support Engineer
Network Engineer,Network Engineer
L2 Security Engineer,Security Engineer
System Engineer - Network / Standby Shift,Standby Shift
Senior System Administrator,Senior System Administrator
"1 year contract Systems Analyst(.Net), Semiconductor",1 Year Contract Systems
Project Manager,Project Manager
Electrical & Electronics Engineer,Electrical & Electronics Engineer
Mechanical Engineer,Mechanical Engineer
PROJECT ENGINEER,Project Engineer
"Technical Service Technician (Open to No Experience, Lab Environment)",Technical Service Technician
R&D Engineer,R&D Engineer
Engineer (Electrical),Engineer
Sales & Rental Executive,Sales
Project Manager (Electrical),Project Manager
Hiring Event in Johor Bahru for Lift Rescue/Maintenance Technician on 13 Mar 25,Event
Senior/Mechanical Engineer (R&D),Senior/Mechanical Engineer
Marine Technical Engineer ( Vessel Operations / shipyard / offshore ),Marine Technical Engineer
Service Engineer - Electrical,Service Engineer - Electrical
"Assistant Manager / Senior Executive, Calibration (Electrical & Temperature)",Assistant Manager / Senior Executive
Production Technician (12 Hours Shift),Production Technician
Mechanical Engineer (Manufacturing | US MNC | West),Mechanical Engineer
Technical Assistant / Technician,Technical Assistant / Technician
Production Technician (12 Hours Shift),Production Technician
Manager - Product Engineering & Service & Response (Data Center Cooling),Data Center Cooling
Assistant Mechanical Engineer,Assistant Mechanical Engineer
Assistant Mechanical Engineer [Assembly] - (Woodlands | $3800 | AWS & PB),Assistant Mechanical Engineer [Assembly] - (Woodlands
Senior Product Quality Engineer,Senior Product Quality Engineer
Project Engineer (FMCS/BMS),Project Engineer
Chemist / Chemical Engineer,Chemist / Chemical Engineer
Technical Support Officer (Engineering NITEC / Dip / No Exp),Engineering Nitec
Project Engineer,Project Engineer
Process Engineer,Process Engineer
Urgent!  ACMV Project Manager / Engineer,Urgent!  Acmv Project Manager / Engineer
Manufacturing Engineer (CEM/ Precision Engineering),Cem/ Precision Engineering
"ENGINEER, FACILITIES MANAGEMENT (FM)",Engineer
Project Engineer,Project Engineer
Service Technician,Service Technician
Maintenance Engineer (M&E),Maintenance Engineer
Test Technician,Test Technician
Maintenance Engineer,Maintenance Engineer
Process Engineer [East | No Experience Required | Up to $5k],Process Engineer
Mechanical Technical Officer (NUH),Mechanical Technical Officer
Draftsman,Draftsman
Technical Service Technician,Technical Service Technician
Safety Coordinator (WSQ),Safety Coordinator
Product Engineer (Mechanical),Product Engineer
Mechanical Engineer - SY,Mechanical Engineer - Sy
Maintenance Technician,Maintenance Technician
Graduate Engineer (Civil & Structural),Graduate Engineer
"Technical Support Specialist, AV Control & DSP Programming(Dante Certified)",Technical Support Specialist
Lotus Notes Application Support,Lotus Notes Application Support
Operations Executive - Maybank Singapore,Operations Executive - Maybank Singapore
Administrative Assistant,Administrative Assistant
Compliance Officer [ACRA / Accounting Firm],Compliance Officer
Operations Executive - Maybank Singapore,Operations Executive - Maybank Singapore
Bank Operations #SPT,Bank Operations
Data Analyst  (Bank |Up to $9k),Data Analyst
"Client Service, KYC Associate/AVP",Client Service
Treasury Specialist - Maybank Singapore,Treasury Specialist - Maybank Singapore
Customer Service Officer- ( Banking/ Branch Based),Customer Service Officer-
Service Executive ( Bank Branch / Island wide),Service Executive
Business Loan Executive,Business Loan Executive
Trust Officer,Trust Officer
"Product Specialist, Managed Investment",Product Specialist
Operations Support Officer (12 months contract),Operations Support Officer
Executive Assistant,Executive Assistant
Personal Assistant,Personal Assistant
Operations Admin Support,Operations Admin Support
Corporate Support Executive,Corporate Support Executive
Executive Assistant,Executive Assistant
Administration Executive,Administration Executive
Executive Assistant,Executive Assistant
Team Admin,Team Admin
Property and Administrative Management Executive,Property And Administrative Management Executive
Administrative Assistant,Administrative Assistant
HR OFFICER,Hr Officer
Government Admin/Customer Service - $12 to $15 per hour  - Min 3 months,Government Admin/Customer Service
Senior Customer Service Specialist (BD),Senior Customer Service Specialist
*Immediate Hire! Sales Admin (PO / Sales Order / Office Admin) YH36,*Immediate Hire
Office Administrator,Office Administrator
"Assistant Manager/Senior Executive, Administration",Assistant Manager/Senior Executive
Administration Executive,Administration Executive
Catering Sales Support Executive,Catering Sales Support Executive
HR Admin (No Exp Req),Hr Admin
Admin Executive,Admin Executive
Claims Executive (No Experience),Claims Executive
Admin Assistant (Kallang),Admin Assistant
Investment Administrative Executive,Investment Administrative Executive
Admin Officer (Operating Theatre),Admin Officer
Administrator Assistant,Administrator Assistant
Operations Admin Executive,Operations Admin Executive
Data Entry and Administrative Assistant,Data Entry
Admin Clerk (Part-time),Admin Clerk
Admin Assistant (Nursing Department),Admin Assistant
Family Personal Assistant,Family Personal Assistant
Travel Admin (Paya Lebar - 5 Days Work),Travel Admin
Admin Officer,Admin Officer
Admin Executive / Administrator,Admin Executive / Administrator
